Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality
C5098937,Unit 1206 - 33 Harbour Sq,Waterfront Communities C1 - Toronto,Condo Apt,699900,715642,2021-03-10 00:00:00,654000.0,1.0,1,1,2291.0,"Condo Apt, Apartment",662.0,,700.0,,"water,hydro,heat",27,31.0,2021-01-30 00:00:00,2021-03-09 00:00:00,1800.0,1.62,Bay Street & Queens Quay,,W,Toronto
C5070494,Unit 1805 - 100 Harbour St,Waterfront Communities C1 - Toronto,Condo Apt,709000,694795,2021-02-26 00:00:00,694000.0,1.0,1,0,2225.0,"Condo Apt, Apartment",425.0,0-5,500.0,,"water,heat",65,26.0,2020-12-23 00:00:00,2021-02-26 00:00:00,1750.0,1.8,York & Harbour St,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Recreation Room, Security Guard",E,Toronto
C5127038,Unit 909 - 85 Wood St,Church-Yonge Corridor - Toronto,Condo Apt,599000,617136,2021-02-26 00:00:00,690500.0,1.33,1,0,2453.0,"Condo Apt, Apartment",367.0,0-5,500.0,,heat,0,37.0,2021-02-25 00:00:00,2021-02-26 00:00:00,1750.0,1.94,Church & Carlton,"Bbqs Allowed, Bike Storage, Exercise Room, Rooftop Deck/Garden, Visitor Parking",N,Toronto
C5126652,Unit 2509 - 65 Bremner Blvd,Waterfront Communities C1 - Toronto,Condo Apt,699000,707768,2021-02-26 00:00:00,699000.0,1.33,1,1,2591.0,"Condo Apt, Apartment",688.0,New,600.0,,"water,heat",1,31.0,2021-02-24 00:00:00,2021-02-26 00:00:00,2100.0,1.72,York & Bremner,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",SE,Toronto
C5125606,Unit 2707 - 231 Fort York Blvd,Niagara - Toronto,Condo Apt,648000,662995,2021-02-26 00:00:00,653000.0,1.33,1,1,2033.0,"Condo Apt, Apartment",499.0,,600.0,,"water,heat",1,25.0,2021-02-24 00:00:00,2021-02-26 00:00:00,1775.0,1.78,Fleet St.,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Guest Suites, Gym",NW,Toronto
C5125590,Unit 606 - 68 Merton St,Mount Pleasant West - Toronto,Condo Apt,599900,618497,2021-02-26 00:00:00,650000.0,1.0,1,1,2482.0,"Condo Apt, Apartment",549.0,0-5,600.0,,"water,heat",1,33.0,2021-02-24 00:00:00,2021-02-26 00:00:00,1812.0,1.75,Yonge & Merton,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Guest Suites, Media Room",S,Toronto
W5125576,33 Westpoint Lane,Mount Dennis - Toronto,Condo Townhouse,699000,774995,2021-02-26 00:00:00,796000.0,3.0,4,1,2417.0,"Condo Townhouse, Multi-Level",133.0,,1400.0,Fin W/O,,1,25.0,2021-02-24 00:00:00,2021-02-26 00:00:00,2467.0,3.04,Weston Rd & Sidney Belsey Cres,,E,Toronto
C5125323,Unit 804 - 250 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,569900,576624,2021-02-26 00:00:00,615000.0,1.33,1,1,1997.0,"Condo Apt, Apartment",665.0,,700.0,,"water,heat",2,31.0,2021-02-23 00:00:00,2021-02-26 00:00:00,1890.0,1.87,York St & Queens Quay,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",W,Toronto
C5124763,Unit 1506 - 320 Richmond St E,Moss Park - Toronto,Condo Apt,599900,618192,2021-03-04 00:00:00,640000.0,1.33,1,0,2339.0,"Condo Apt, Apartment",464.0,,600.0,,"water,heat",2,29.0,2021-02-23 00:00:00,2021-03-04 00:00:00,1775.0,1.89,Sherbourne & Richmond,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto
C5124411,Unit 2012 - 225 Sackville St,Regent Park - Toronto,Condo Apt,574900,578426,2021-03-03 00:00:00,570000.0,1.0,1,1,1859.0,"Condo Apt, Apartment",483.0,,500.0,,"water,heat",2,29.0,2021-02-23 00:00:00,2021-03-03 00:00:00,1757.0,1.99,Dundas & Parliament,"Concierge, Games Room, Gym, Party/Meeting Room, Visitor Parking",E,Toronto
C5123424,Unit 1608 - 70 Queens Wharf Rd,Waterfront Communities C1 - Toronto,Condo Apt,575000,580965,2021-03-05 00:00:00,572000.0,1.0,1,0,1781.0,"Condo Apt, Apartment",356.0,0-5,500.0,,"water,heat",4,31.0,2021-02-21 00:00:00,2021-03-05 00:00:00,1630.0,2.07,Bathurst & Fort York,"Concierge, Exercise Room, Gym, Indoor Pool, Media Room, Party/Meeting Room",N,Toronto
C5123237,Unit 3102 - 38 Elm St,Bay Street Corridor - Toronto,Condo Apt,649900,661084,2021-02-25 00:00:00,655000.0,1.0,1,1,2543.0,"Condo Apt, Apartment",751.0,16-30,700.0,,"water,hydro,heat",6,42.0,2021-02-19 00:00:00,2021-02-25 00:00:00,1800.0,1.14,Bay &  Yonge &  Dundas,"Concierge, Exercise Room, Games Room, Gym, Indoor Pool, Rooftop Deck/Garden",NW,Toronto
C5123022,Unit 1201 - 50 Lynn Williams St,Niagara - Toronto,Condo Apt,635000,656891,2021-02-25 00:00:00,707000.0,2.0,1,1,2549.0,"Condo Apt, Apartment",641.0,,700.0,,"water,heat",3,25.0,2021-02-22 00:00:00,2021-02-25 00:00:00,1985.0,1.81,King West &  Strachan,,E,Toronto
C5122150,Unit 2309 - 50 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,699000,701599,2021-03-01 00:00:00,750000.0,1.33,1,0,2537.0,"Condo Apt, Apartment",381.0,,500.0,,,5,37.0,2021-02-20 00:00:00,2021-03-01 00:00:00,1717.0,1.62,Yonge & Wellesley,,S,Toronto
C5120135,Unit 2015 - 38 Dan Leckie Way,Waterfront Communities C1 - Toronto,Condo Apt,614900,618467,2021-02-26 00:00:00,685000.0,1.33,1,1,2069.0,"Condo Apt, Apartment",370.0,,700.0,,"water,heat",7,32.0,2021-02-18 00:00:00,2021-02-26 00:00:00,1867.0,2.26,Bathurst & Lakeshore,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Sauna, Visitor Parking",S,Toronto
W5118849,Unit 218 - 363 Sorauren Ave,Roncesvalles - Toronto,Condo Apt,649000,706656,2021-02-26 00:00:00,649000.0,1.0,1,0,2411.0,"Condo Apt, Loft",434.0,,500.0,,water,8,29.0,2021-02-17 00:00:00,2021-02-26 00:00:00,2195.0,2.34,Dundas West & Sorauren,"Gym, Party/Meeting Room, Visitor Parking",E,Toronto
C5118584,Unit 1801 - 228 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,614900,607887,2021-02-26 00:00:00,590000.0,1.0,1,1,2045.0,"Condo Apt, Apartment",490.0,,500.0,,"water,hydro,heat",8,32.0,2021-02-17 00:00:00,2021-02-26 00:00:00,1700.0,1.77,Queens Quay W & Lower Simcoe,"Concierge, Gym, Indoor Pool, Visitor Parking",N,Toronto
C5116971,Unit 214 - 185 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,635000,633856,2021-02-26 00:00:00,650000.0,1.33,1,0,2009.0,"Condo Apt, Apartment",346.0,0-5,500.0,,,9,33.0,2021-02-16 00:00:00,2021-02-26 00:00:00,1737.0,2.06,Yonge & Eglinton,"Bike Storage, Concierge, Gym, Outdoor Pool, Sauna, Security Guard",S,Toronto
C5115523,Unit 720 - 77 Shuter St,Church-Yonge Corridor - Toronto,Condo Apt,650000,677147,2021-02-25 00:00:00,660000.0,1.0,2,1,,"Condo Apt, Loft",453.0,New,500.0,,"water,heat",10,37.0,2021-02-15 00:00:00,2021-02-25 00:00:00,2326.0,2.89,Church & Shuter & Mutual,"Bbqs Allowed, Exercise Room, Games Room, Gym, Outdoor Pool, Party/Meeting Room",N,Toronto
W5110724,Unit 105 - 870 Jane St,Rockcliffe-Smythe - Toronto,Condo Townhouse,559900,602769,2021-02-25 00:00:00,575000.0,2.0,2,1,1660.0,"Condo Townhouse, Stacked Townhse",572.0,,800.0,,water,15,10.0,2021-02-10 00:00:00,2021-02-25 00:00:00,2225.0,2.89,Jane Street & St. Clair Avenue,"Bbqs Allowed, Outdoor Pool, Visitor Parking",S,Toronto
C5110421,Unit 402 - 11 Charlotte St,Waterfront Communities C1 - Toronto,Condo Apt,629000,628441,2021-03-03 00:00:00,625000.0,1.0,1,0,1931.0,"Condo Apt, Apartment",404.0,,500.0,,heat,15,33.0,2021-02-10 00:00:00,2021-03-03 00:00:00,1829.0,2.17,King & Spadina,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Security Guard",SW,Toronto
C5109791,Unit 2009 - 125 Redpath Ave,Mount Pleasant West - Toronto,Condo Apt,649900,652297,2021-02-25 00:00:00,660000.0,1.33,2,0,2381.0,"Condo Apt, Apartment",430.0,,600.0,,"water,heat",16,34.0,2021-02-09 00:00:00,2021-02-25 00:00:00,1922.0,2.06,Yonge & Eglinton,"Concierge, Gym, Media Room, Party/Meeting Room, Recreation Room, Sauna",S,Toronto
C5093010,Unit 4312 - 2191 Yonge St,Mount Pleasant East - Toronto,Condo Apt,628000,632593,2021-02-26 00:00:00,638000.0,1.0,1,0,2435.0,"Condo Apt, Apartment",381.0,,600.0,,heat,31,30.0,2021-01-25 00:00:00,2021-02-25 00:00:00,1652.0,1.8,Yonge & Eglinton,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security System",E,Toronto
C5092992,Unit 405 - 77 Maitland Pl,Cabbagetown-South St. James Town - Toronto,Condo Apt,599900,615013,2021-02-25 00:00:00,581000.0,2.0,2,1,2261.0,"Condo Apt, Apartment",696.0,,800.0,,"water,heat",31,27.0,2021-01-25 00:00:00,2021-02-25 00:00:00,2037.0,1.97,Jarvis & Wellesley,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",S,Toronto
C5090692,Unit 204 - 11 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,665000,663928,2021-02-25 00:00:00,635000.0,1.0,1,1,2351.0,"Condo Apt, Apartment",521.0,,600.0,,"water,hydro,heat",35,41.0,2021-01-21 00:00:00,2021-02-25 00:00:00,1832.0,1.68,Yonge & Bay & Wellesley,"Bbqs Allowed, Car Wash, Concierge, Exercise Room, Media Room, Party/Meeting Room",S,Toronto
C5088698,Unit 1105 - 17 Dundonald St,Church-Yonge Corridor - Toronto,Condo Apt,599000,660306,2021-02-25 00:00:00,647000.0,1.0,1,1,2852.0,"Condo Apt, Apartment",641.0,0-5,500.0,,heat,37,37.0,2021-01-19 00:00:00,2021-02-25 00:00:00,1777.0,1.3,Yonge & Wellesley,"Bike Storage, Exercise Room, Party/Meeting Room",NE,Toronto
C5126111,Unit 518 - 101 Erskine Ave,Mount Pleasant West - Toronto,Condo Apt,649000,646965,2021-02-25 00:00:00,671000.0,1.33,1,1,2627.0,"Condo Apt, Apartment",429.0,0-5,600.0,,,0,33.0,2021-02-24 00:00:00,2021-02-25 00:00:00,1700.0,1.65,Yonge & Eglinton,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",N,Toronto
E5126171,14 Thyra Ave,Danforth Village-East York - Toronto,Semi-Detached,698888,1009591,2021-02-25 00:00:00,1100000.0,3.33,2,1,3322.0,"Semi-Detached, 2-Storey",,,1300.0,Finished,,0,8.0,2021-02-24 00:00:00,2021-02-25 00:00:00,2977.0,3.19,Victoria Park & Danforth Ave,,,Toronto
C5124667,Unit 2501 - 231 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,579000,597609,2021-02-25 00:00:00,655000.0,1.33,1,1,2021.0,"Condo Apt, Other",501.0,,600.0,,"water,heat",1,31.0,2021-02-23 00:00:00,2021-02-25 00:00:00,1806.0,1.98,Fort York & Bathurst,"Concierge, Exercise Room, Gym, Indoor Pool",S,Toronto
C5123784,Unit 320 - 222 The Esplanade,Waterfront Communities C8 - Toronto,Condo Apt,589000,612112,2021-02-25 00:00:00,685000.0,2.33,1,1,2045.0,"Condo Apt, Apartment",869.0,,800.0,,"water,hydro,heat",2,31.0,2021-02-22 00:00:00,2021-02-25 00:00:00,2238.0,1.99,Front & Sherbourne,"Bike Storage, Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Sauna",S,Toronto
C5123485,Unit 1009 - 109 Front St E,Moss Park - Toronto,Condo Apt,589900,595248,2021-02-25 00:00:00,585000.0,1.0,1,1,2009.0,"Condo Apt, Apartment",463.0,,500.0,,"water,hydro,heat",2,29.0,2021-02-22 00:00:00,2021-02-25 00:00:00,1980.0,2.4,Front St E & Jarvis,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",S,Toronto
C5123429,Unit 512 - 68 Abell St,Little Portugal - Toronto,Condo Apt,559000,567408,2021-02-25 00:00:00,550000.0,2.0,1,1,1859.0,"Condo Apt, Apartment",487.0,,500.0,,"water,heat",2,25.0,2021-02-22 00:00:00,2021-02-25 00:00:00,1819.0,2.22,Queen & Dovercourt,"Concierge, Exercise Room, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",S,Toronto
C5122111,Unit 740 - 1030 King St W,Niagara - Toronto,Condo Apt,598000,615424,2021-02-25 00:00:00,710000.0,1.33,1,0,2195.0,"Condo Apt, Apartment",356.0,6-10,600.0,,"water,heat",4,25.0,2021-02-20 00:00:00,2021-02-25 00:00:00,1850.0,2.31,King & Shaw,,S,Toronto
C5122071,Unit 4815 - 21 Iceboat Terr,Waterfront Communities C1 - Toronto,Condo Apt,675000,678442,2021-02-25 00:00:00,670000.0,1.33,1,1,2261.0,"Condo Apt, Apartment",507.0,6-10,600.0,,"water,heat",5,31.0,2021-02-19 00:00:00,2021-02-24 00:00:00,1841.0,1.75,Spadina & Fort York Blvd,"Concierge, Exercise Room, Games Room, Indoor Pool, Party/Meeting Room",N,Toronto
C5120625,Unit 1509 - 85 Wood St,Church-Yonge Corridor - Toronto,Condo Apt,599000,617136,2021-02-24 00:00:00,681800.0,1.33,1,0,2441.0,"Condo Apt, Apartment",398.0,0-5,500.0,,heat,6,37.0,2021-02-18 00:00:00,2021-02-24 00:00:00,1750.0,1.88,Church & Carlton,"Bbqs Allowed, Bike Storage, Exercise Room, Rooftop Deck/Garden, Visitor Parking",N,Toronto
C5120178,Unit 710 - 21 Grand Magazine St,Niagara - Toronto,Condo Apt,649000,671370,2021-02-24 00:00:00,710000.0,1.33,1,1,2417.0,"Condo Apt, Apartment",533.0,,700.0,,"water,heat",6,26.0,2021-02-18 00:00:00,2021-02-24 00:00:00,2063.0,2.11,Bathurst & Lakeshore,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",N,Toronto
C5118809,Unit 629 - 255 Richmond St E,Moss Park - Toronto,Condo Apt,599000,633222,2021-02-25 00:00:00,651000.0,1.0,1,0,2291.0,"Condo Apt, Loft",569.0,11-15,700.0,,"water,hydro,heat",7,30.0,2021-02-17 00:00:00,2021-02-25 00:00:00,1800.0,1.71,Richmond & George,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",S,Toronto
C5117607,Unit 811 - 460 Adelaide St E,Moss Park - Toronto,Condo Apt,629000,639069,2021-02-24 00:00:00,629000.0,1.0,1,1,2147.0,"Condo Apt, Apartment",403.0,0-5,500.0,,"water,heat",7,30.0,2021-02-17 00:00:00,2021-02-24 00:00:00,1799.0,2.01,Adelaide & Sherbourne,"Concierge, Guest Suites, Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",S,Toronto
C5117339,Unit 1909 - 20 Bruyeres Mews,Waterfront Communities C1 - Toronto,Condo Apt,629000,632350,2021-02-24 00:00:00,640000.0,1.33,1,1,2105.0,"Condo Apt, Apartment",376.0,0-5,600.0,,"water,heat",8,32.0,2021-02-16 00:00:00,2021-02-24 00:00:00,1840.0,2.14,Bathrust & Lakeshore,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C5111763,Unit Ph08 - 28 Linden St,North St. James Town - Toronto,Condo Apt,699000,742836,2021-02-25 00:00:00,858000.0,2.0,2,1,3316.0,"Condo Apt, Apartment",672.0,,800.0,,water,13,30.0,2021-02-11 00:00:00,2021-02-25 00:00:00,2239.0,1.83,Bloor & Sherbourne,,SW,Toronto
C5110169,Unit 4103 - 197 Yonge St,Bay Street Corridor - Toronto,Condo Apt,618000,612477,2021-02-25 00:00:00,691000.0,1.0,1,0,2345.0,"Condo Apt, Apartment",390.0,0-5,500.0,,,15,45.0,2021-02-09 00:00:00,2021-02-25 00:00:00,1892.0,2.15,Yonge & Queen,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room, Security Guard",E,Toronto
C5083961,Unit 2113 - 101 Erskine Ave,Mount Pleasant West - Toronto,Condo Apt,629000,632387,2021-02-25 00:00:00,607000.0,1.33,1,0,2615.0,"Condo Apt, Multi-Level",277.0,0-5,600.0,,water,42,29.0,2021-01-13 00:00:00,2021-02-25 00:00:00,1700.0,2.09,Yonge & Eglintion,"Bus Ctr (Wifi Bldg), Concierge, Gym, Outdoor Pool, Security Guard, Visitor Parking",W,Toronto
C5076096,Unit 2601 - 761 Bay St,Bay Street Corridor - Toronto,Condo Apt,658800,666224,2021-02-26 00:00:00,658800.0,1.0,1,0,2687.0,"Condo Apt, Apartment",340.0,11-15,600.0,,water,50,35.0,2021-01-05 00:00:00,2021-02-26 00:00:00,1616.0,1.68,Bay & College,"Bus Ctr (Wifi Bldg), Concierge, Games Room, Gym, Indoor Pool, Party/Meeting Room",N,Toronto
C5053103,Unit 503 - 38 Cameron St,Kensington-Chinatown - Toronto,Condo Apt,635000,625300,2021-02-25 00:00:00,600000.0,1.0,1,0,2334.0,"Condo Apt, Apartment",477.0,0-5,600.0,,heat,85,20.0,2020-12-01 00:00:00,2021-02-25 00:00:00,1520.0,1.45,Queen St &  Spadina Ave,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna",SE,Toronto
C4952936,Unit 217 - 628 Fleet St,Niagara - Toronto,Condo Apt,589900,603313,2021-02-25 00:00:00,577500.0,1.0,1,0,2165.0,"Condo Apt, Apartment",401.0,6-10,600.0,,"water,heat",133,15.0,2020-10-14 00:00:00,2021-02-25 00:00:00,1749.0,2.18,Bathurst & Lakeshore,"Bike Storage, Concierge, Exercise Room, Indoor Pool, Visitor Parking",N,Toronto
C5123783,Unit 3916 - 15 Iceboat Terr,Waterfront Communities C1 - Toronto,Condo Apt,599900,616539,2021-02-25 00:00:00,680000.0,1.33,1,1,2159.0,"Condo Apt, Apartment",492.0,,600.0,,"water,heat",1,31.0,2021-02-22 00:00:00,2021-02-25 00:00:00,1900.0,2.08,Front & Spadina,"Bbqs Allowed, Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",N,Toronto
C5122997,Unit 628 - 111 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,599000,611051,2021-02-25 00:00:00,590000.0,1.33,1,0,2530.0,"Condo Apt, Apartment",544.0,0-5,600.0,,,1,37.0,2021-02-22 00:00:00,2021-02-25 00:00:00,1742.0,1.56,Yonge & St Clair Av W,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool",N,Toronto
C5122070,Unit 1805 - 28 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,570000,551535,2021-02-24 00:00:00,620000.0,1.0,1,0,1763.0,"Condo Apt, Apartment",372.0,0-5,0.0,,"water,heat",4,37.0,2021-02-19 00:00:00,2021-02-25 00:00:00,1500.0,1.8,Yonge & Wellesley,"Concierge, Gym, Party/Meeting Room",E,Toronto
C5121798,Unit 1009 - 15 Lower Jarvis St,Waterfront Communities C8 - Toronto,Condo Apt,699900,712535,2021-02-23 00:00:00,740000.0,1.33,1,1,,"Condo Apt, Apartment",461.0,,600.0,,heat,4,31.0,2021-02-19 00:00:00,2021-02-23 00:00:00,2167.0,2.58,Queens Quay  & Jarvis,,W,Toronto
C5121262,Unit 4414 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,599000,613771,2021-02-23 00:00:00,610000.0,1.33,1,0,,"Condo Apt, Apartment",428.0,,500.0,Apartment,,5,37.0,2021-02-18 00:00:00,2021-02-23 00:00:00,1683.0,2.12,Jarvis & Dundas,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",SE,Toronto
C5118443,Unit 1001 - 400 Adelaide St E,Moss Park - Toronto,Condo Apt,649000,683258,2021-02-23 00:00:00,659000.0,1.33,2,1,2477.0,"Condo Apt, Apartment",504.0,6-10,700.0,,"water,heat",6,30.0,2021-02-17 00:00:00,2021-02-23 00:00:00,2075.0,2.1,Adelaide & Sherbourne,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C5118425,Unit 1407 - 95 Bathurst St,Waterfront Communities C1 - Toronto,Condo Apt,699900,716097,2021-02-26 00:00:00,725000.0,1.0,1,0,2459.0,"Condo Apt, Loft",343.0,,600.0,,"water,heat",6,32.0,2021-02-17 00:00:00,2021-02-26 00:00:00,1838.0,1.89,King St &  Bathurst,"Bbqs Allowed, Bike Storage, Concierge, Gym, Rooftop Deck/Garden, Security Guard",NW,Toronto
C5118093,Unit 805 - 90 Trinity St,Moss Park - Toronto,Condo Apt,579900,616285,2021-02-24 00:00:00,645000.0,1.33,1,1,2188.0,"Condo Apt, Loft",553.0,,500.0,,"water,heat",6,30.0,2021-02-17 00:00:00,2021-02-24 00:00:00,2400.0,2.86,Front & Parliament,"Bike Storage, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",SE,Toronto
W5117696,Unit 306 - 1638 Bloor St,High Park North - Toronto,Condo Apt,699900,743468,2021-02-24 00:00:00,800000.0,2.0,2,1,3041.0,"Condo Apt, Apartment",754.0,,800.0,,"water,heat",7,25.0,2021-02-16 00:00:00,2021-02-24 00:00:00,2673.0,2.33,Bloor St W &  Indian Rd,"Concierge, Exercise Room, Party/Meeting Room, Visitor Parking",SW,Toronto
C5116368,Unit 1014 - 85 East Liberty St,Niagara - Toronto,Condo Apt,599900,648432,2021-02-24 00:00:00,750000.0,2.0,2,1,2345.0,"Condo Apt, Apartment",473.0,,700.0,,"water,heat",7,26.0,2021-02-16 00:00:00,2021-02-24 00:00:00,2800.0,3.57,King  & Strachan,"Concierge, Gym, Indoor Pool, Media Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C5113320,Unit 305 - 28 Linden St,North St. James Town - Toronto,Condo Apt,649900,678693,2021-02-24 00:00:00,640000.0,1.33,2,0,2561.0,"Condo Apt, Apartment",537.0,,700.0,,,11,30.0,2021-02-12 00:00:00,2021-02-24 00:00:00,1951.0,1.87,Bloor Street East & Sherbourne,"Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",S,Toronto
C5111731,Unit 306 - 14 York St,Waterfront Communities C1 - Toronto,Condo Apt,649900,667056,2021-02-23 00:00:00,723000.0,2.0,1,1,3316.0,"Condo Apt, Apartment",588.0,,600.0,,"water,heat",12,33.0,2021-02-11 00:00:00,2021-02-23 00:00:00,2080.0,1.84,York & Lakeshore,,W,Toronto
W5111431,Unit 1508 - 155 Marlee Ave,Briar Hill-Belgravia - Toronto,Condo Apt,599900,614241,2021-02-25 00:00:00,620000.0,2.0,1,1,1811.0,"Condo Apt, Apartment",770.0,,1000.0,,"water,hydro,heat",13,24.0,2021-02-10 00:00:00,2021-02-25 00:00:00,2295.0,2.4,Marlee & Eglinton,"Exercise Room, Indoor Pool, Sauna, Visitor Parking",W,Toronto
C5111388,Unit 102 - 915 King St W,Niagara - Toronto,Condo Apt,649900,697338,2021-02-23 00:00:00,635000.0,1.33,1,0,2177.0,"Condo Apt, Loft",547.0,100+,600.0,,"water,heat",13,26.0,2021-02-10 00:00:00,2021-02-23 00:00:00,1825.0,1.66,King West &  Strachan,"Bike Storage, Security System",E,Toronto
C5109099,Unit 406 - 39 Sherbourne St,Church-Yonge Corridor - Toronto,Condo Apt,689000,693543,2021-02-24 00:00:00,680000.0,1.33,1,1,2405.0,"Condo Apt, Apartment",596.0,0-5,600.0,,"water,heat",14,38.0,2021-02-09 00:00:00,2021-02-24 00:00:00,2062.0,1.85,King St E & Sherbourne St,"Bbqs Allowed, Bike Storage, Guest Suites, Gym, Party/Meeting Room",W,Toronto
C5107191,Unit 1003 - 35 Balmuto St,Bay Street Corridor - Toronto,Condo Apt,598000,602430,2021-02-24 00:00:00,570000.0,1.0,1,0,2266.0,"Condo Apt, Apartment",476.0,,500.0,,"water,heat",16,42.0,2021-02-07 00:00:00,2021-02-24 00:00:00,1667.0,1.65,Yonge & Bloor,"Concierge, Gym, Media Room, Party/Meeting Room, Security Guard, Visitor Parking",N,Toronto
W5103793,Unit 917 - 360 Ridelle Ave,Briar Hill-Belgravia - Toronto,Condo Apt,589000,603853,2021-02-27 00:00:00,580000.0,2.0,2,1,1667.0,"Condo Apt, Apartment",789.0,,1000.0,,"water,hydro,heat",19,24.0,2021-02-04 00:00:00,2021-02-26 00:00:00,2315.0,2.48,W Of Allen & N Of Eglinton,"Bike Storage, Exercise Room, Indoor Pool, Rooftop Deck/Garden, Sauna, Visitor Parking",NW,Toronto
C5103524,Unit 414 - 320 Richmond St E,Moss Park - Toronto,Condo Apt,649000,678118,2021-02-24 00:00:00,645000.0,1.33,2,0,2267.0,"Condo Apt, Apartment",448.0,6-10,700.0,,heat,20,28.0,2021-02-03 00:00:00,2021-02-24 00:00:00,1930.0,2.12,Richmond & Sherbourne,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room",W,Toronto
C5101139,Unit 311 - 70 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,628000,631718,2021-02-24 00:00:00,615000.0,1.0,1,1,2735.0,"Condo Apt, Apartment",393.0,6-10,600.0,,,21,34.0,2021-02-02 00:00:00,2021-02-24 00:00:00,1880.0,2.07,Yonge & Eglington,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",E,Toronto
C5100670,Unit 305 - 10 Yonge St,Waterfront Communities C1 - Toronto,Condo Apt,589000,592343,2021-02-23 00:00:00,601000.0,1.0,1,1,1739.0,"Condo Apt, Apartment",554.0,16-30,500.0,,"water,hydro,heat",22,30.0,2021-02-01 00:00:00,2021-02-23 00:00:00,1769.0,1.95,Yonge & Queens Quay,"Concierge, Exercise Room, Indoor Pool, Outdoor Pool, Rooftop Deck/Garden, Security Guard",N,Toronto
C5099864,Unit 807 - 7 Broadway Ave,Mount Pleasant West - Toronto,Condo Apt,609800,711345,2021-02-24 00:00:00,670000.0,3.0,2,2,2260.0,"Condo Apt, Apartment",1289.0,,1200.0,,water,22,30.0,2021-02-01 00:00:00,2021-02-24 00:00:00,3139.0,2.68,Yonge & Eglinton,"Concierge, Indoor Pool, Rooftop Deck/Garden, Security Guard, Visitor Parking",SW,Toronto
C5098882,Unit 517 - 44 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,588000,603669,2021-02-24 00:00:00,553000.0,1.33,1,0,2213.0,"Condo Apt, Apartment",571.0,31-50,600.0,,"water,hydro,heat",26,42.0,2021-01-28 00:00:00,2021-02-24 00:00:00,1749.0,1.66,Bay & Bloor,"Gym, Outdoor Pool, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Security Guard",W,Toronto
